feedback_id,user_id,feedback_date,channel,rating,text,platform
666,U01806,2025-02-06,google_play_review,1,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,web
952,U02548,2025-02-06,nps_survey,1,Интерфейс на планшете выглядит ужасно — всё растянуто. Оптимизируйте!,android
249,U00654,2025-02-08,app_store_review,1,Постоянные краши на андроиде. После обновления стало ещё хуже. Верните старую версию!,ios
403,U01109,2025-02-09,app_store_review,4,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",ios
908,U02441,2025-02-09,app_store_review,5,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",ios
935,U02524,2025-02-09,app_store_review,3,Хочется больше силовых программ с прогрессией. Сейчас всё слишком базовое.,ios
1019,U02726,2025-02-09,nps_survey,2,Календарь тренировок не синхронизируется между устройствами.,ios
13,U00023,2025-02-10,google_play_review,1,"Пробный период 3 дня — это шутка? Не успеваешь ничего оценить, а деньги уже списали.",android
667,U01806,2025-02-10,in_app_feedback,1,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",web
730,U02008,2025-02-10,in_app_feedback,5,"Удобный интерфейс, красивый дизайн. Приятно заниматься.",web
243,U00647,2025-02-12,in_app_feedback,1,"Тренировка прерывается на середине, приложение закрывается. Потерял прогресс 3 раза подряд.",ios
639,U01735,2025-02-13,app_store_review,3,Где тренировки с гирями? Только гантели и собственный вес — маловато.,ios
329,U00909,2025-02-14,support_ticket,2,После регистрации непонятно куда идти. Где кнопка 'начать тренировку'?,ios
831,U02259,2025-02-15,app_store_review,1,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,ios
596,U01625,2025-02-16,nps_survey,2,Контент однообразный. Каждую неделю одни и те же тренировки по кругу.,ios
328,U00909,2025-02-17,in_app_feedback,2,Невозможно пользоваться — каждая вторая тренировка заканчивается вылетом.,ios
351,U00985,2025-02-17,nps_survey,4,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,ios
485,U01325,2025-02-17,support_ticket,4,Календарь тренировок не синхронизируется между устройствами.,android
656,U01775,2025-02-17,in_app_feedback,4,Хочу больше коротких тренировок на 10-15 минут для перерывов между работой.,ios
758,U02067,2025-02-17,support_ticket,3,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",web
330,U00909,2025-02-18,nps_survey,1,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",ios
554,U01533,2025-02-18,google_play_review,2,Невозможно пользоваться — каждая вторая тренировка заканчивается вылетом.,android
630,U01720,2025-02-18,nps_survey,4,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",web
800,U02173,2025-02-18,app_store_review,1,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,ios
115,U00308,2025-02-19,support_ticket,2,"Видео не грузится, потом приложение падает. Wi-Fi отличный, с другими приложениями проблем нет.",android
483,U01325,2025-02-19,google_play_review,3,Нет возможности поставить тренировку на паузу и продолжить потом. Неудобно.,android
478,U01304,2025-02-20,support_ticket,3,Интеграция с Apple Watch — огонь. Всё автоматически синхронизируется.,ios
436,U01195,2025-02-21,google_play_review,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",web
595,U01625,2025-02-21,nps_survey,1,"Медитаций всего штук 10. Конкуренты предлагают сотни. Добавьте, пожалуйста!",ios
889,U02402,2025-02-21,google_play_review,1,Где тренировки с гирями? Только гантели и собственный вес — маловато.,android
484,U01325,2025-02-22,nps_survey,4,Где тренировки с гирями? Только гантели и собственный вес — маловато.,android
508,U01381,2025-02-22,google_play_review,2,"799₽/мес — это перебор. Готов платить 399₽, не больше.",android
757,U02067,2025-02-22,support_ticket,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",web
1072,U02874,2025-02-22,google_play_review,5,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",android
663,U01798,2025-02-23,support_ticket,5,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",ios
468,U01275,2025-02-24,google_play_review,1,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",android
732,U02008,2025-02-24,google_play_review,5,"Обожаю тренировки с Мариной! Она так позитивно ведёт, что не хочется бросать.",web
324,U00903,2025-02-25,nps_survey,1,Баг: при переходе между упражнениями экран мигает и иногда крашится.,ios
348,U00969,2025-02-25,app_store_review,5,"Нет тренировок для пожилых. Маме хотела подарить подписку, но ей слишком интенсивно.",ios
597,U01626,2025-02-25,nps_survey,1,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",android
635,U01729,2025-02-26,support_ticket,4,"Обожаю тренировки с Мариной! Она так позитивно ведёт, что не хочется бросать.",android
888,U02402,2025-02-26,support_ticket,2,"Подписка слишком дорогая для того объёма контента, что есть. Снизьте цену или добавьте функций.",android
1100,U02991,2025-02-26,support_ticket,5,"Удобный интерфейс, красивый дизайн. Приятно заниматься.",ios
1102,U02991,2025-02-26,nps_survey,5,"Похудела на 5 кг за 2 месяца, просто следуя программе. Очень довольна!",ios
87,U00224,2025-02-27,app_store_review,5,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,ios
369,U01017,2025-02-28,google_play_review,1,Нет возможности поставить тренировку на паузу и продолжить потом. Неудобно.,web
570,U01562,2025-02-28,app_store_review,1,После регистрации непонятно куда идти. Где кнопка 'начать тренировку'?,ios
515,U01431,2025-03-01,nps_survey,4,"Наконец-то нашла удобное приложение для дома. Тренеры классные, объясняют понятно.",web
573,U01573,2025-03-01,app_store_review,1,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,ios
27,U00062,2025-03-02,support_ticket,3,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,android
657,U01775,2025-03-02,app_store_review,4,Хочется больше силовых программ с прогрессией. Сейчас всё слишком базовое.,ios
699,U01900,2025-03-02,app_store_review,2,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,ios
890,U02402,2025-03-02,support_ticket,3,"Йога — только для начинающих. А где виньяса, аштанга? Добавьте что-нибудь серьёзное.",android
574,U01573,2025-03-03,nps_survey,3,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,ios
647,U01749,2025-03-04,google_play_review,5,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",android
867,U02353,2025-03-04,in_app_feedback,2,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,web
310,U00856,2025-03-05,in_app_feedback,3,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
440,U01213,2025-03-05,google_play_review,2,Где тренировки с гирями? Только гантели и собственный вес — маловато.,android
855,U02336,2025-03-05,support_ticket,2,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",ios
1000,U02684,2025-03-05,google_play_review,5,Нет фильтра по длительности. Хочу найти тренировку на 20 минут — приходится листать всё.,android
631,U01720,2025-03-06,nps_survey,5,"Нет тренировок для пожилых. Маме хотела подарить подписку, но ей слишком интенсивно.",web
662,U01786,2025-03-06,nps_survey,4,Нет ничего по плаванию или бегу на улице. Только домашние тренировки.,web
791,U02158,2025-03-06,support_ticket,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",ios
308,U00848,2025-03-07,nps_survey,2,Баг: при переходе между упражнениями экран мигает и иногда крашится.,android
650,U01753,2025-03-07,in_app_feedback,2,Нет возможности поставить тренировку на паузу и продолжить потом. Неудобно.,web
869,U02353,2025-03-08,nps_survey,3,Регистрация заняла 10 минут — слишком много вопросов. Чуть не бросил на середине.,web
272,U00724,2025-03-09,nps_survey,4,"Пробный период 3 дня — это шутка? Не успеваешь ничего оценить, а деньги уже списали.",ios
754,U02057,2025-03-09,google_play_review,5,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",android
364,U01006,2025-03-10,google_play_review,1,"Нельзя создать свой плейлист тренировок. Это базовая функция, добавьте!",android
856,U02336,2025-03-10,in_app_feedback,2,"Медитаций всего штук 10. Конкуренты предлагают сотни. Добавьте, пожалуйста!",ios
350,U00970,2025-03-11,google_play_review,2,"Тренировка прерывается на середине, приложение закрывается. Потерял прогресс 3 раза подряд.",android
1070,U02868,2025-03-11,in_app_feedback,1,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,ios
21,U00044,2025-03-12,app_store_review,1,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",ios
363,U01006,2025-03-12,in_app_feedback,3,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,android
525,U01452,2025-03-12,app_store_review,1,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
99,U00256,2025-03-13,app_store_review,5,"Наконец-то нашла удобное приложение для дома. Тренеры классные, объясняют понятно.",ios
104,U00261,2025-03-13,in_app_feedback,1,"После последнего обновления приложение стало жутко тормозить. Pixel 7, Android 14.",android
150,U00393,2025-03-13,in_app_feedback,5,"Очень удобно, что можно скачать тренировку оффлайн. Занимаюсь в самолёте!",ios
224,U00600,2025-03-13,google_play_review,3,Регистрация заняла 10 минут — слишком много вопросов. Чуть не бросил на середине.,android
309,U00848,2025-03-13,google_play_review,2,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",android
125,U00331,2025-03-14,in_app_feedback,2,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,web
581,U01582,2025-03-14,nps_survey,2,Невозможно пользоваться — каждая вторая тренировка заканчивается вылетом.,web
868,U02353,2025-03-14,google_play_review,2,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,web
126,U00331,2025-03-15,google_play_review,1,"Не могу даже зайти — белый экран и вылет. Телефон новый, проблема точно не в нём.",web
189,U00508,2025-03-15,app_store_review,1,"Тренировка прерывается на середине, приложение закрывается. Потерял прогресс 3 раза подряд.",ios
349,U00969,2025-03-15,support_ticket,5,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",ios
362,U01006,2025-03-15,google_play_review,4,Где тренировки с гирями? Только гантели и собственный вес — маловато.,android
1013,U02698,2025-03-16,in_app_feedback,4,"Похудела на 5 кг за 2 месяца, просто следуя программе. Очень довольна!",web
78,U00205,2025-03-17,app_store_review,3,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",ios
433,U01190,2025-03-17,app_store_review,3,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",ios
434,U01195,2025-03-17,google_play_review,4,"Нет тренировок для пожилых. Маме хотела подарить подписку, но ей слишком интенсивно.",web
127,U00331,2025-03-18,nps_survey,1,"После последнего обновления приложение стало жутко тормозить. Pixel 7, Android 14.",web
582,U01582,2025-03-18,in_app_feedback,2,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,web
903,U02437,2025-03-18,nps_survey,3,Поиск не работает нормально. Ищу 'йога для спины' — показывает HIIT.,android
904,U02437,2025-03-18,in_app_feedback,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
37,U00106,2025-03-19,support_ticket,2,"После последнего обновления приложение стало жутко тормозить. Pixel 7, Android 14.",ios
524,U01452,2025-03-19,in_app_feedback,1,Регистрация заняла 10 минут — слишком много вопросов. Чуть не бросил на середине.,ios
887,U02400,2025-03-19,app_store_review,2,За такие деньги ожидаешь больше. YouTube бесплатный и там контент не хуже.,ios
1006,U02693,2025-03-19,google_play_review,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
261,U00685,2025-03-20,nps_survey,3,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,ios
1007,U02693,2025-03-20,google_play_review,1,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,android
502,U01367,2025-03-21,app_store_review,3,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",ios
842,U02283,2025-03-22,nps_survey,2,"Йога — только для начинающих. А где виньяса, аштанга? Добавьте что-нибудь серьёзное.",android
794,U02161,2025-03-23,support_ticket,1,Хочу больше коротких тренировок на 10-15 минут для перерывов между работой.,web
2,U00003,2025-03-24,support_ticket,1,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,ios
532,U01468,2025-03-24,nps_survey,5,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",ios
1080,U02897,2025-03-24,google_play_review,3,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,android
1050,U02811,2025-03-26,support_ticket,1,Контент однообразный. Каждую неделю одни и те же тренировки по кругу.,ios
1096,U02979,2025-03-26,app_store_review,1,"799₽/мес — это перебор. Готов платить 399₽, не больше.",ios
1,U00003,2025-03-27,in_app_feedback,3,"Похудела на 5 кг за 2 месяца, просто следуя программе. Очень довольна!",ios
191,U00513,2025-03-27,google_play_review,1,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",android
170,U00431,2025-03-28,nps_survey,1,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",ios
1094,U02963,2025-03-28,google_play_review,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
161,U00409,2025-03-29,google_play_review,3,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,android
435,U01195,2025-03-29,support_ticket,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",web
798,U02165,2025-03-29,google_play_review,5,Нравится функция напоминаний. Помогает не пропускать тренировки.,android
886,U02400,2025-03-29,support_ticket,2,"Годовая подписка по-прежнему дорого. Скидку давайте нормальную, а не 10%.",ios
746,U02045,2025-03-30,nps_survey,2,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,ios
3,U00003,2025-03-31,nps_survey,4,Хочу больше коротких тренировок на 10-15 минут для перерывов между работой.,ios
599,U01631,2025-03-31,app_store_review,1,"Видео не грузится, потом приложение падает. Wi-Fi отличный, с другими приложениями проблем нет.",ios
735,U02024,2025-03-31,in_app_feedback,4,"Нет тренировок для пожилых. Маме хотела подарить подписку, но ей слишком интенсивно.",ios
688,U01862,2025-04-02,in_app_feedback,3,Контент однообразный. Каждую неделю одни и те же тренировки по кругу.,ios
963,U02573,2025-04-02,nps_survey,1,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",android
18,U00040,2025-04-03,google_play_review,1,Календарь тренировок не синхронизируется между устройствами.,android
819,U02209,2025-04-03,in_app_feedback,4,"Медитаций всего штук 10. Конкуренты предлагают сотни. Добавьте, пожалуйста!",android
36,U00105,2025-04-04,google_play_review,4,Интерфейс на планшете выглядит ужасно — всё растянуто. Оптимизируйте!,web
201,U00553,2025-04-04,nps_survey,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
19,U00040,2025-04-05,support_ticket,1,"Видео не грузится, потом приложение падает. Wi-Fi отличный, с другими приложениями проблем нет.",android
135,U00353,2025-04-05,google_play_review,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
458,U01265,2025-04-05,google_play_review,3,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,android
460,U01265,2025-04-05,in_app_feedback,1,"Нельзя создать свой плейлист тренировок. Это базовая функция, добавьте!",android
540,U01505,2025-04-05,google_play_review,1,Невозможно пользоваться — каждая вторая тренировка заканчивается вылетом.,android
697,U01895,2025-04-05,support_ticket,3,Контент однообразный. Каждую неделю одни и те же тренировки по кругу.,android
151,U00393,2025-04-06,app_store_review,3,Нет ничего по плаванию или бегу на улице. Только домашние тренировки.,ios
230,U00620,2025-04-06,in_app_feedback,1,Нет возможности поставить тренировку на паузу и продолжить потом. Неудобно.,android
541,U01505,2025-04-06,google_play_review,1,"Тренировка прерывается на середине, приложение закрывается. Потерял прогресс 3 раза подряд.",android
513,U01424,2025-04-07,in_app_feedback,1,Поиск не работает нормально. Ищу 'йога для спины' — показывает HIIT.,ios
116,U00309,2025-04-08,app_store_review,4,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",ios
217,U00578,2025-04-10,nps_survey,2,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,android
562,U01543,2025-04-10,in_app_feedback,2,"799₽/мес — это перебор. Готов платить 399₽, не больше.",ios
753,U02057,2025-04-10,in_app_feedback,4,Хочу больше коротких тренировок на 10-15 минут для перерывов между работой.,android
75,U00192,2025-04-11,nps_survey,2,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,android
1075,U02876,2025-04-11,in_app_feedback,2,"Не могу даже зайти — белый экран и вылет. Телефон новый, проблема точно не в нём.",android
231,U00620,2025-04-12,in_app_feedback,2,"Видео не грузится, потом приложение падает. Wi-Fi отличный, с другими приложениями проблем нет.",android
537,U01487,2025-04-12,in_app_feedback,4,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",ios
863,U02349,2025-04-12,nps_survey,3,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,ios
459,U01265,2025-04-13,in_app_feedback,2,Нет фильтра по длительности. Хочу найти тренировку на 20 минут — приходится листать всё.,android
659,U01777,2025-04-13,app_store_review,2,Поиск не работает нормально. Ищу 'йога для спины' — показывает HIIT.,ios
729,U02007,2025-04-13,support_ticket,1,Постоянные краши на андроиде. После обновления стало ещё хуже. Верните старую версию!,android
340,U00940,2025-04-14,google_play_review,2,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,android
466,U01270,2025-04-14,nps_survey,1,После регистрации непонятно куда идти. Где кнопка 'начать тренировку'?,android
429,U01181,2025-04-15,nps_survey,1,Нет возможности поставить тренировку на паузу и продолжить потом. Неудобно.,ios
601,U01637,2025-04-15,app_store_review,2,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,ios
660,U01777,2025-04-15,support_ticket,2,Календарь тренировок не синхронизируется между устройствами.,ios
801,U02179,2025-04-15,nps_survey,3,Лучшее фитнес-приложение на русском языке. Спасибо!,android
1076,U02876,2025-04-15,google_play_review,1,"Заплатил за месяц, половина функций оказалась только в Pro. Ощущение обмана.",android
221,U00595,2025-04-16,app_store_review,2,Интерфейс на планшете выглядит ужасно — всё растянуто. Оптимизируйте!,ios
467,U01270,2025-04-16,google_play_review,2,После регистрации непонятно куда идти. Где кнопка 'начать тренировку'?,android
610,U01671,2025-04-16,google_play_review,3,"После последнего обновления приложение стало жутко тормозить. Pixel 7, Android 14.",android
611,U01671,2025-04-16,google_play_review,2,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",android
617,U01696,2025-04-16,nps_survey,4,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,ios
1081,U02898,2025-04-16,nps_survey,4,Нет ничего по плаванию или бегу на улице. Только домашние тренировки.,ios
747,U02047,2025-04-17,in_app_feedback,4,Нет фильтра по длительности. Хочу найти тренировку на 20 минут — приходится листать всё.,android
852,U02330,2025-04-18,google_play_review,1,За такие деньги ожидаешь больше. YouTube бесплатный и там контент не хуже.,android
1009,U02695,2025-04-18,support_ticket,5,Календарь тренировок не синхронизируется между устройствами.,android
17,U00038,2025-04-19,app_store_review,2,Контент однообразный. Каждую неделю одни и те же тренировки по кругу.,ios
66,U00167,2025-04-19,support_ticket,3,Подарил жене подписку — она в восторге. Занимается каждый день.,ios
765,U02093,2025-04-19,in_app_feedback,2,"Подписка слишком дорогая для того объёма контента, что есть. Снизьте цену или добавьте функций.",web
845,U02300,2025-04-19,nps_survey,2,Интерфейс на планшете выглядит ужасно — всё растянуто. Оптимизируйте!,android
16,U00038,2025-04-20,in_app_feedback,1,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,ios
251,U00662,2025-04-20,app_store_review,1,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",ios
338,U00925,2025-04-20,nps_survey,4,"Супер приложение! Занимаюсь каждый день уже 2 месяца, чувствую себя прекрасно.",ios
844,U02300,2025-04-20,in_app_feedback,1,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
968,U02582,2025-04-20,support_ticket,2,Где тренировки с гирями? Только гантели и собственный вес — маловато.,ios
164,U00412,2025-04-21,nps_survey,4,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",ios
